Name,measurement_method,normalised_name,raw_value,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
Indium nitride,el_cde_tables,N#[In],2.9,7.13,0.3500000000000001,7.13,0.3500000000000001,0.4373302372160079,128.825,128.825,128.90695200000002,8.0,0.0,,,,,1.5,1.5,1.5,,,,,,,,,3.0,6.754887502163469,2.0,1.0245638646895838,4.320196941707375,1.0,0.25819888974716115,1.7320508075688774,0.0,0.0,0.0,0.0,0.0,0.0,0.58012987012987,2.0,2.580129870129869,1.5801298701298687,0.3038818289389146,27.58216698840847,0.0,0.0,0.0,0.0,0.0,27.163688999271393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.019982832261736,3.143706167009657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.019982832261736,0.0,3.143706167009657,0.0,0.0,0.0,0.0,0.0,23.79,0.0,0.0,0.0,0.0,24.019982832261736,0.0,0.0,0.0,0.0,0.0,3.143706167009657,7.13,0.3500000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,-0.36572000000000005,7.478999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S-OHS,rsc_cde_tables,S.OS,1.69,6.694444444444445,0.0,6.694444444444445,0.0,0.3233421403383449,84.165,80.13300000000001,83.970356748,22.0,0.0,-0.029545563256010734,-0.33325578934250244,0.33325578934250244,0.029545563256010734,1.3333333333333333,1.3333333333333333,1.3333333333333333,32.129014411525695,15.937003651195793,0.830065532984493,-1.1928649605820265,1.2838653130242756,-0.9249623755382405,7.735687340071083,0.6791214265913011,0.0,2.7548875021634682,2.0,1.3944271909999157,3.2888543819998315,1.0,0.19999999999999998,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.6599999999999999,2.0,9.397842938017131,16.827125803489448,2.6600000000000024,31.725467660056136,4.552749873690364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.49569334663487,0.0,0.0,12.909662870629045,0.0,0.0,4.552749873690364,26.405356217263915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.405356217263915,4.552749873690364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.23,0.0,0.0,0.0,13.49569334663487,0.0,0.0,0.0,0.0,0.0,12.909662870629045,4.552749873690364,6.694444444444445,2.5277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.5019999999999998,21.9958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3-Methoxy-1-propyne,el_mylogic,COCC#C,1.5035,4.764027777777778,0.4166666666666665,4.764027777777778,0.4166666666666665,0.40214390590531396,70.091,64.04299999999999,70.041864812,28.0,0.0,0.10656987098288369,-0.37203112190018367,0.37203112190018367,0.10656987098288369,2.0,2.6,2.6,16.46087935279178,10.76487234440151,1.572124242193286,-1.7629801791002024,1.5346341319233892,-1.7713490366309845,4.817523792199646,0.2396430479497012,2.483699570591265,42.09986547010987,4.121320343559642,3.1927053408400363,3.1927053408400363,2.414213562373095,1.3391519502467626,1.3391519502467626,0.637136847124151,0.637136847124151,0.2276709006307398,0.2276709006307398,0.08333333333333336,0.08333333333333336,-0.48,11.245112497836532,4.519999999999999,3.5199999999999982,3.5199999999999974,31.946847992385525,4.736862953800049,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.423349895620259,5.920434318855644,0.0,7.109797541277533,0.0,4.736862953800049,0.0,0.0,0.0,0.0,0.0,13.716679505790452,0.0,0.0,12.343784214475903,0.0,0.0,0.0,0.0,13.716679505790452,4.736862953800049,12.343784214475903,0.0,0.0,0.0,0.0,0.0,9.23,0.0,0.0,0.0,0.0,6.606881964512918,0.0,0.0,7.109797541277533,0.0,10.657297272655693,6.423349895620259,4.454861111111111,0.0,0.0,0.0,0.0,2.295138888888889,0.0,4.764027777777778,0.4166666666666665,1.5693055555555555,0.5,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.266,20.708999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Cs2SO4,el_mylogic,[O-]S(=O)(=O)[O-].[Cs+].[Cs+],1.42528,8.520833333333334,-5.166666666666666,8.520833333333334,0.0,0.3170358281774156,361.873,361.873,361.76263328,32.0,0.0,1.0,-0.7587686166726576,1.0,0.7587686166726576,1.0,1.0,1.0,,,,,,,,,-7.999999835000002e-08,92.8582023226588,4.5,4.041241452319316,17.417957811808076,2.0,0.6666666666666669,2.0,0.40824829046386324,1.2247448713915892,0.0,0.0,0.0,0.0,3.973896103896104,3.6096404744368114,17.169173077078053,8.074157826053945,40.15808258134947,159.61576084171878,9.105499747380728,0.0,0.0,0.0,0.0,137.78758765274262,8.417796984328938,0.0,0.0,0.0,0.0,0.0,10.399000581649606,0.0,155.31088438445227,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.78758765274262,0.0,0.0,0.0,17.523296731709664,10.399000581649606,0.0,0.0,0.0,0.0,0.0,0.0,80.25999999999999,10.399000581649606,0.0,0.0,137.78758765274262,0.0,0.0,0.0,0.0,0.0,0.0,17.523296731709664,34.083333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.166666666666666,0.0,7.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,-7.33,10.4746,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPB,rsc_cde_text,OB(O)c1cccc(c1)[N+]([O-])=O,1.82,10.218038548752833,-1.6621296296296302,10.218038548752833,0.11500000000000044,0.34526482047793156,166.92899999999995,160.88099999999997,167.038988072,62.0,0.0,0.48817303057795414,-0.4231743810485285,0.48817303057795414,0.4231743810485285,1.4166666666666667,2.0833333333333335,2.5833333333333335,16.628268662271022,9.801450210944504,2.1368302521274476,-1.9663028590284402,2.0594217492368543,-2.290860648383741,6.582004205572373,-0.38437330173156475,3.0381339623049035,301.3544889322694,9.137828201504695,6.04488871337573,6.04488871337573,5.6090609052806215,3.2151952885551447,3.2151952885551447,2.2257652754445783,2.2257652754445783,1.3791714536893354,1.3791714536893354,0.7989626118170692,0.7989626118170692,-1.3950649350649351,472.11168662963706,8.699230786113638,3.3341901724400453,1.8049461713019286,68.56545036288233,10.048045150132006,0.0,0.0,0.0,5.687386274683562,7.118392334224363,10.114318268765572,0.0,0.0,0.0,12.13273413692322,5.462803260414833,12.13273413692322,4.923311048817671,14.971356198949678,18.26858186932276,0.0,0.0,0.0,0.0,0.0,34.37978654261202,0.0,0.0,5.462803260414833,5.687386274683562,0.0,0.0,22.08974853317404,0.0,10.114318268765572,0.0,24.26546827384644,0.0,0.0,0.0,83.6,12.041703383042034,10.114318268765572,0.0,11.150189535098395,0.0,6.06636706846161,18.19910120538483,0.0,0.0,0.0,10.048045150132006,0.0,0.0,9.626649659863943,27.543813303099018,-0.0372222222222216,0.0,5.195555555555555,0.0,0.0,-1.6621296296296302,0.0,12.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,6.0,2.0,0.0,0.0,0.0,1.0,-0.7254000000000005,42.92200000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Galangin,el_cde_tables,Oc1cc(O)c2C(=O)C(=C(Oc2c1)c3ccccc3)O,3.0,12.102892573696145,-0.7475897581254725,12.102892573696145,0.0038454270597128026,0.6318329361180623,270.24,260.15999999999997,270.05282342,100.0,0.0,0.23828856065790258,-0.5076781655726545,0.5076781655726545,0.23828856065790258,0.95,1.65,2.35,16.35908449871751,10.096757020280837,2.1771608149317996,-2.0682316732185946,2.3412232259347423,-2.0241382492122773,5.875639942884591,0.43809340208159747,2.422398194032776,849.507138680937,14.27565640300939,10.199589251754983,10.199589251754983,9.575387400469408,5.848576969847943,5.848576969847943,4.312974436779994,4.312974436779994,2.9713306493501714,2.9713306493501714,2.060312933913145,2.060312933913145,-2.9499999999999993,41590.56502460573,12.102762105524212,4.307802293511395,1.763042678412738,112.51920203793709,19.736733121575462,22.46826802267485,5.760247418874442,11.178302225184446,0.0,0.0,4.794537184071822,0.0,0.0,0.0,30.33183534230805,0.0,17.696185628620217,0.0,19.736733121575462,10.969244356107037,0.0,0.0,0.0,0.0,0.0,52.68789705520363,0.0,28.572234410423153,5.428790391900541,0.0,17.248535499851716,0.0,15.319582184522117,0.0,0.0,0.0,51.676257600356436,0.0,22.292943266678478,0.0,90.9,16.92781405846835,20.11411936859394,0.0,22.479003608265387,5.563451491696996,6.06636706846161,6.06636706846161,30.33183534230805,0.0,0.0,4.417150937053347,5.451111111111111,0.0,12.102892573696145,28.932062704711512,-0.2235289115646255,-1.2599046779205496,10.830700533299739,0.0,0.0,0.0,0.0,20.0,3.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,2.576800000000001,72.91440000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rhodamine 6G,snowball,[Cl-].CCNc1cc2[o+]c3cc(NCC)c(C)cc3c(c2cc1C)c4ccccc4C(=O)OCC,1.333,12.857787109091674,-0.32205988542748964,12.857787109091674,0.0,0.23672791025609585,479.0200000000003,447.77200000000033,478.202320532,178.0,0.0,0.3630280680954429,-1.0,1.0,0.3630280680954429,0.8529411764705882,1.3823529411764706,1.8823529411764706,35.45300157611413,9.91432049400009,2.2558884878378977,-2.1374829850543557,2.4110419184570073,-2.99600676094956,6.127943084894309,-2.5226498569103603e-05,3.23999585558061e-06,1281.0613781089883,23.53480494807372,20.342831841477466,21.09876078749592,15.977095508086471,11.57035018621686,11.57035018621686,8.13035395841156,8.13035395841156,5.837939163405248,5.837939163405248,4.339239698669765,4.339239698669765,-3.309999999999999,27552032.538684808,25.31555438656808,10.745253091220777,4.6621841866423495,206.4690071919261,27.777473322992687,0.0,0.0,0.0,0.0,17.135345571236336,0.0,9.211688121125169,0.0,0.0,18.19910120538483,69.50814167892894,30.02773685288927,35.07551602206272,26.355584236105194,39.28256654953305,0.0,0.0,0.0,34.61868599845312,30.32997198435073,65.22129102278387,0.0,11.126902983393991,23.04061036919264,11.374772549367124,0.0,0.0,25.66570006428992,4.736862953800049,13.847474399381248,42.256103258234674,52.948087484746225,0.0,33.06539169560807,0.0,61.66,0.0,4.794537184071822,0.0,18.376338449131826,12.170333456209914,68.65658004019433,0.0,0.0,31.189205473537065,62.59399428062159,9.154013890853395,11.825416547804714,0.0,12.857787109091674,8.765187641810117,8.223297662167614,-0.32205988542748964,16.030133347709555,0.0,12.120237576843818,0.0,0.2857142857142857,34.0,2.0,5.0,0.0,0.0,0.0,3.0,1.0,4.0,4.0,2.0,6.0,7.0,0.0,0.0,0.0,4.0,4.195240000000004,137.3208999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
prolate,springer_cde_text,CO[P](=S)(OC)SCN1C(=O)c2ccccc2C1=O,2.5,12.089155958679768,-2.478077680146133,12.089155958679768,0.1302623456790124,0.6141947029028372,317.32800000000003,305.232,316.994536494,102.0,0.0,0.2618167082389969,-0.3249970949213849,0.3249970949213849,0.2618167082389969,1.1578947368421053,1.631578947368421,2.0526315789473686,32.92114495989867,10.119205015064304,2.3569066782678014,-2.195412829077928,2.595089707362271,-2.286937846980699,8.674222018589925,0.06842561920032936,2.1502393965191056,534.5685423942925,14.043605595440512,10.360424791728146,12.887845144583515,9.020985810590425,5.334508380033046,9.563342365923779,3.6544809326087337,10.147908079684333,2.670347251342791,8.287302291559259,1.6647732453332258,4.343456895770171,-0.72,21994.72499147822,14.684176925328423,5.726558860775956,2.753255962500369,119.72520336082496,9.047494323423635,0.0,0.0,5.693537600778055,11.814359458703011,0.0,14.48898409899412,0.0,0.0,0.0,12.13273413692322,35.32131502167503,14.219595082555067,17.003691373127346,18.636568691567277,40.696477944232875,0.0,4.899909730850478,0.0,0.0,20.096383472288423,35.392371257240434,0.0,0.0,0.0,0.0,0.0,17.075262396891215,36.810652661841914,20.85435041206228,0.0,20.715977351537635,24.26546827384644,0.0,0.0,0.0,55.84,5.693537600778055,9.589074368143644,0.0,17.691147848436366,11.126902983393991,16.281634526963636,14.219595082555067,24.26546827384644,0.0,0.0,20.85435041206228,10.223528911564625,6.347983329134122,25.339446176618797,0.0,-1.6239380983875034,-0.4774115016376914,6.746637088477366,0.0,0.0,2.915976316452507,0.2727272727272727,19.0,0.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,6.0,0.0,8.0,5.0,0.0,0.0,0.0,2.0,2.4906000000000006,77.70300000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Turanose,el_cde_tables,OCC(O)C(O)C(OC1OC(CO)C(O)C(O)C1O)C(=O)CO,1.36,11.624913627488032,-1.951833900226758,11.624913627488032,0.7309143518518515,0.2092046986305504,342.2970000000001,320.12100000000004,342.11621152399994,136.0,0.0,0.1891901955467761,-0.39357888820205195,0.39357888820205195,0.1891901955467761,1.0434782608695652,1.6521739130434783,2.130434782608696,16.71338149503128,9.98482028235311,2.46265991848236,-2.4082671326435268,2.237516741679651,-2.6087433166555405,5.843179500001607,-0.3153469975833883,2.9078188557957443,376.01843836179484,17.73168632863937,12.042576132467905,12.042576132467905,10.776493325277773,6.845336039716128,6.845336039716128,5.118901038774844,5.118901038774844,3.493826484540212,3.493826484540212,2.070893505184036,2.070893505184036,-0.73,84219.20454790577,20.314903457566228,8.937565236662351,4.637265712935827,130.49026570928865,50.32594506632574,49.33464667875103,12.073271675700152,0.0,0.0,0.0,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.12048225039756,5.783244946364939,0.0,0.0,0.0,49.01779144357333,19.820645893538753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47390144220269,14.268263091671919,0.0,0.0,0.0,0.0,0.0,0.0,197.36999999999998,74.62168228347703,30.327174158275348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.793308092122217,10.004759306500379,0.0,11.624913627488032,74.90253669060216,0.0,-1.0815183295540438,0.0,-13.906001459225665,-2.7113565024775337,0.0,0.9166666666666666,23.0,8.0,11.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0,8.0,11.0,8.0,0.0,1.0,1.0,1.0,-5.552999999999992,69.83240000000004,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Isopropyl acetate,el_cde_tables,CC(C)OC(C)=O,1.375,10.031944444444445,-0.2129629629629628,10.031944444444445,0.0254629629629628,0.46074798296339087,102.133,92.053,102.06807956,42.0,0.0,0.3023791003505635,-0.4631559932494283,0.4631559932494283,0.3023791003505635,1.5714285714285714,2.0,2.0,16.540667536120917,10.475495274882187,1.930422710742905,-2.0138837913187935,1.8502307483949632,-2.059405794250741,5.655378599888552,-0.1440761116084368,3.126006652390634,66.48040587771368,5.8618073195657985,4.893846850117352,4.893846850117352,3.125897657686229,2.2986510892386307,2.2986510892386307,1.658187543975612,1.658187543975612,0.40166591302574267,0.40166591302574267,0.33192730526045355,0.33192730526045355,-0.53,19.093583929800843,6.47,2.610921480426842,5.47,43.474086814966626,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,0.0,13.847474399381248,6.923737199690624,6.103966387748303,9.53140013787187,5.969305287951849,0.0,0.0,0.0,26.875177986820173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.073271675700152,9.53140013787187,0.0,20.771211599071872,0.0,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,12.073271675700152,0.0,0.0,6.923737199690624,0.0,13.847474399381248,4.736862953800049,0.0,4.611111111111111,0.0,10.031944444444445,0.0,0.0,-0.2129629629629628,0.0,0.0254629629629628,5.044444444444444,0.0,0.8,7.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.9579,26.901999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
